Batch,CourseTitle,SeatRollNo,Credit Hours,Total Marks,Delivery Format,TotalMarks
18TL,Computer Communication & Networking,18TL05,1,50,Practical,42
18TL,Computer Communication & Networking,18TL06,1,50,Practical,44
18TL,Computer Communication & Networking,18TL07,1,50,Practical,44
18TL,Computer Communication & Networking,18TL08,1,50,Practical,39
18TL,Computer Communication & Networking,18TL09,1,50,Practical,42
18TL,Computer Communication & Networking,18TL10,1,50,Practical,42
18TL,Computer Communication & Networking,18TL101,1,50,Practical,39
18TL,Computer Communication & Networking,18TL102,1,50,Practical,38
18TL,Computer Communication & Networking,18TL103,1,50,Practical,34
18TL,Computer Communication & Networking,18TL106,1,50,Practical,34
18TL,Computer Communication & Networking,18TL107,1,50,Practical,32
18TL,Computer Communication & Networking,18TL108,1,50,Practical,3
18TL,Computer Communication & Networking,18TL110,1,50,Practical,37
18TL,Computer Communication & Networking,18TL111,1,50,Practical,33
18TL,Computer Communication & Networking,18TL116,1,50,Practical,35
18TL,Computer Communication & Networking,18TL117,1,50,Practical,27
18TL,Computer Communication & Networking,18TL118,1,50,Practical,42
18TL,Computer Communication & Networking,18TL120,1,50,Practical,33
18TL,Computer Communication & Networking,18TL121,1,50,Practical,44
18TL,Computer Communication & Networking,18TL122,1,50,Practical,33
18TL,Computer Communication & Networking,18TL123,1,50,Practical,35
18TL,Computer Communication & Networking,18TL125,1,50,Practical,31
18TL,Computer Communication & Networking,18TL13,1,50,Practical,35
18TL,Computer Communication & Networking,18TL15,1,50,Practical,32
18TL,Computer Communication & Networking,18TL16,1,50,Practical,28
18TL,Computer Communication & Networking,18TL17,1,50,Practical,29
18TL,Computer Communication & Networking,18TL18,1,50,Practical,30
18TL,Computer Communication & Networking,18TL19,1,50,Practical,36
18TL,Computer Communication & Networking,18TL20,1,50,Practical,29
18TL,Computer Communication & Networking,18TL22,1,50,Practical,44
18TL,Computer Communication & Networking,18TL23,1,50,Practical,31
18TL,Computer Communication & Networking,18TL24,1,50,Practical,36
18TL,Computer Communication & Networking,18TL25,1,50,Practical,33
18TL,Computer Communication & Networking,18TL26,1,50,Practical,32
18TL,Computer Communication & Networking,18TL28,1,50,Practical,31
18TL,Computer Communication & Networking,18TL30,1,50,Practical,33
18TL,Computer Communication & Networking,18TL31,1,50,Practical,35
18TL,Computer Communication & Networking,18TL33,1,50,Practical,34
18TL,Computer Communication & Networking,18TL34,1,50,Practical,33
18TL,Computer Communication & Networking,18TL35,1,50,Practical,42
18TL,Computer Communication & Networking,18TL36,1,50,Practical,31
18TL,Computer Communication & Networking,18TL37,1,50,Practical,36
18TL,Computer Communication & Networking,18TL39,1,50,Practical,34
18TL,Computer Communication & Networking,18TL40,1,50,Practical,29
18TL,Computer Communication & Networking,18TL42,1,50,Practical,34
18TL,Computer Communication & Networking,18TL43,1,50,Practical,35
18TL,Computer Communication & Networking,18TL44,1,50,Practical,35
18TL,Computer Communication & Networking,18TL45,1,50,Practical,39
18TL,Computer Communication & Networking,18TL47,1,50,Practical,35
18TL,Computer Communication & Networking,18TL49,1,50,Practical,33
18TL,Computer Communication & Networking,18TL50,1,50,Practical,34
18TL,Computer Communication & Networking,18TL51,1,50,Practical,36
18TL,Computer Communication & Networking,18TL55,1,50,Practical,38
18TL,Computer Communication & Networking,18TL57,1,50,Practical,36
18TL,Computer Communication & Networking,18TL58,1,50,Practical,32
18TL,Computer Communication & Networking,18TL61,1,50,Practical,37
18TL,Computer Communication & Networking,18TL62,1,50,Practical,35
18TL,Computer Communication & Networking,18TL63,1,50,Practical,39
18TL,Computer Communication & Networking,18TL71,1,50,Practical,37
18TL,Computer Communication & Networking,18TL73,1,50,Practical,30
18TL,Computer Communication & Networking,18TL74,1,50,Practical,38
18TL,Computer Communication & Networking,18TL75,1,50,Practical,35
18TL,Computer Communication & Networking,18TL76,1,50,Practical,34
18TL,Computer Communication & Networking,18TL77,1,50,Practical,35
18TL,Computer Communication & Networking,18TL80,1,50,Practical,47
18TL,Computer Communication & Networking,18TL81,1,50,Practical,42
18TL,Computer Communication & Networking,18TL82,1,50,Practical,42
18TL,Computer Communication & Networking,18TL84,1,50,Practical,38
18TL,Computer Communication & Networking,18TL86,1,50,Practical,33
18TL,Computer Communication & Networking,18TL87,1,50,Practical,34
18TL,Computer Communication & Networking,18TL88,1,50,Practical,25
18TL,Computer Communication & Networking,18TL89,1,50,Practical,31
18TL,Computer Communication & Networking,18TL90,1,50,Practical,36
18TL,Digital Communication,18-17TL79,1,50,Practical,14
18TL,Digital Communication,18TL03,1,50,Practical,38
18TL,Digital Communication,18TL05,1,50,Practical,43
18TL,Digital Communication,18TL07,1,50,Practical,45
18TL,Digital Communication,18TL09,1,50,Practical,46
18TL,Digital Communication,18TL101,1,50,Practical,40
18TL,Digital Communication,18TL103,1,50,Practical,38
18TL,Digital Communication,18TL107,1,50,Practical,28
18TL,Digital Communication,18TL111,1,50,Practical,38
18TL,Digital Communication,18TL117,1,50,Practical,27
18TL,Digital Communication,18TL121,1,50,Practical,41
18TL,Digital Communication,18TL123,1,50,Practical,40
18TL,Digital Communication,18TL125,1,50,Practical,33
18TL,Digital Communication,18TL13,1,50,Practical,27
18TL,Digital Communication,18TL15,1,50,Practical,36
18TL,Digital Communication,18TL17,1,50,Practical,38
18TL,Digital Communication,18TL19,1,50,Practical,41
18TL,Digital Communication,18TL23,1,50,Practical,38
18TL,Digital Communication,18TL25,1,50,Practical,43
18TL,Digital Communication,18TL31,1,50,Practical,38
18TL,Digital Communication,18TL33,1,50,Practical,32
18TL,Digital Communication,18TL35,1,50,Practical,43
18TL,Digital Communication,18TL37,1,50,Practical,38
18TL,Digital Communication,18TL39,1,50,Practical,36
18TL,Digital Communication,18TL43,1,50,Practical,43
18TL,Digital Communication,18TL45,1,50,Practical,36
18TL,Digital Communication,18TL47,1,50,Practical,31
18TL,Digital Communication,18TL49,1,50,Practical,33
18TL,Digital Communication,18TL51,1,50,Practical,34
18TL,Digital Communication,18TL55,1,50,Practical,38
18TL,Digital Communication,18TL57,1,50,Practical,38
18TL,Digital Communication,18TL61,1,50,Practical,41
18TL,Digital Communication,18TL63,1,50,Practical,43
18TL,Digital Communication,18TL71,1,50,Practical,46
18TL,Digital Communication,18TL73,1,50,Practical,25
18TL,Digital Communication,18TL75,1,50,Practical,41
18TL,Digital Communication,18TL77,1,50,Practical,34
18TL,Digital Communication,18TL81,1,50,Practical,43
18TL,Digital Communication,18TL87,1,50,Practical,33
18TL,Digital Communication,18TL89,1,50,Practical,35
18TL,Digital Communication,18TL02,1,50,Practical,49
18TL,Digital Communication,18TL04,1,50,Practical,49
18TL,Digital Communication,18TL06,1,50,Practical,41
18TL,Digital Communication,18TL08,1,50,Practical,38
18TL,Digital Communication,18TL10,1,50,Practical,43
18TL,Digital Communication,18TL102,1,50,Practical,48
18TL,Digital Communication,18TL106,1,50,Practical,38
18TL,Digital Communication,18TL108,1,50,Practical,6
18TL,Digital Communication,18TL110,1,50,Practical,39
18TL,Digital Communication,18TL116,1,50,Practical,32
18TL,Digital Communication,18TL118,1,50,Practical,45
18TL,Digital Communication,18TL120,1,50,Practical,33
18TL,Digital Communication,18TL122,1,50,Practical,33
18TL,Digital Communication,18TL16,1,50,Practical,31
18TL,Digital Communication,18TL18,1,50,Practical,34
18TL,Digital Communication,18TL20,1,50,Practical,34
18TL,Digital Communication,18TL22,1,50,Practical,43
18TL,Digital Communication,18TL24,1,50,Practical,39
18TL,Digital Communication,18TL26,1,50,Practical,43
18TL,Digital Communication,18TL28,1,50,Practical,39
18TL,Digital Communication,18TL30,1,50,Practical,38
18TL,Digital Communication,18TL34,1,50,Practical,18
18TL,Digital Communication,18TL36,1,50,Practical,31
18TL,Digital Communication,18TL40,1,50,Practical,36
18TL,Digital Communication,18TL42,1,50,Practical,31
18TL,Digital Communication,18TL44,1,50,Practical,32
18TL,Digital Communication,18TL50,1,50,Practical,40
18TL,Digital Communication,18TL58,1,50,Practical,28
18TL,Digital Communication,18TL62,1,50,Practical,43
18TL,Digital Communication,18TL74,1,50,Practical,35
18TL,Digital Communication,18TL76,1,50,Practical,38
18TL,Digital Communication,18TL80,1,50,Practical,45
18TL,Digital Communication,18TL82,1,50,Practical,41
18TL,Digital Communication,18TL84,1,50,Practical,38
18TL,Digital Communication,18TL86,1,50,Practical,38
18TL,Digital Communication,18TL88,1,50,Practical,39
18TL,Digital Communication,18TL90,1,50,Practical,31
18TL,Digital Communication,18-17TL79,3,100,Theory,17
18TL,Digital Communication,18TL03,3,100,Theory,75
18TL,Digital Communication,18TL05,3,100,Theory,70
18TL,Digital Communication,18TL07,3,100,Theory,51
18TL,Digital Communication,18TL09,3,100,Theory,65
18TL,Digital Communication,18TL101,3,100,Theory,71
18TL,Digital Communication,18TL103,3,100,Theory,27
18TL,Digital Communication,18TL107,3,100,Theory,35
18TL,Digital Communication,18TL111,3,100,Theory,38
18TL,Digital Communication,18TL117,3,100,Theory,38
18TL,Digital Communication,18TL121,3,100,Theory,87
18TL,Digital Communication,18TL123,3,100,Theory,67
18TL,Digital Communication,18TL125,3,100,Theory,36
18TL,Digital Communication,18TL13,3,100,Theory,24
18TL,Digital Communication,18TL15,3,100,Theory,37
18TL,Digital Communication,18TL17,3,100,Theory,19
18TL,Digital Communication,18TL19,3,100,Theory,55
18TL,Digital Communication,18TL23,3,100,Theory,60
18TL,Digital Communication,18TL25,3,100,Theory,50
18TL,Digital Communication,18TL31,3,100,Theory,55
18TL,Digital Communication,18TL33,3,100,Theory,68
18TL,Digital Communication,18TL35,3,100,Theory,71
18TL,Digital Communication,18TL37,3,100,Theory,62
18TL,Digital Communication,18TL39,3,100,Theory,50
18TL,Digital Communication,18TL43,3,100,Theory,60
18TL,Digital Communication,18TL45,3,100,Theory,55
18TL,Digital Communication,18TL47,3,100,Theory,55
18TL,Digital Communication,18TL49,3,100,Theory,60
18TL,Digital Communication,18TL51,3,100,Theory,56
18TL,Digital Communication,18TL55,3,100,Theory,67
18TL,Digital Communication,18TL57,3,100,Theory,60
18TL,Digital Communication,18TL61,3,100,Theory,66
18TL,Digital Communication,18TL63,3,100,Theory,60
18TL,Digital Communication,18TL71,3,100,Theory,69
18TL,Digital Communication,18TL73,3,100,Theory,30
18TL,Digital Communication,18TL75,3,100,Theory,50
18TL,Digital Communication,18TL77,3,100,Theory,52
18TL,Digital Communication,18TL81,3,100,Theory,56
18TL,Digital Communication,18TL87,3,100,Theory,39
18TL,Digital Communication,18TL89,3,100,Theory,39
18TL,Digital Communication,18TL02,3,100,Theory,86
18TL,Digital Communication,18TL04,3,100,Theory,86
18TL,Digital Communication,18TL06,3,100,Theory,75
18TL,Digital Communication,18TL08,3,100,Theory,55
18TL,Digital Communication,18TL10,3,100,Theory,75
18TL,Digital Communication,18TL102,3,100,Theory,85
18TL,Digital Communication,18TL106,3,100,Theory,60
18TL,Digital Communication,18TL108,3,100,Theory,10
18TL,Digital Communication,18TL110,3,100,Theory,60
18TL,Digital Communication,18TL116,3,100,Theory,50
18TL,Digital Communication,18TL118,3,100,Theory,85
18TL,Digital Communication,18TL120,3,100,Theory,50
18TL,Digital Communication,18TL122,3,100,Theory,50
18TL,Digital Communication,18TL16,3,100,Theory,25
18TL,Digital Communication,18TL18,3,100,Theory,35
18TL,Digital Communication,18TL20,3,100,Theory,32
18TL,Digital Communication,18TL22,3,100,Theory,85
18TL,Digital Communication,18TL24,3,100,Theory,63
18TL,Digital Communication,18TL26,3,100,Theory,63
18TL,Digital Communication,18TL28,3,100,Theory,62
18TL,Digital Communication,18TL30,3,100,Theory,60
18TL,Digital Communication,18TL34,3,100,Theory,28
18TL,Digital Communication,18TL36,3,100,Theory,39
18TL,Digital Communication,18TL40,3,100,Theory,55
18TL,Digital Communication,18TL42,3,100,Theory,50
18TL,Digital Communication,18TL44,3,100,Theory,52
18TL,Digital Communication,18TL50,3,100,Theory,75
18TL,Digital Communication,18TL58,3,100,Theory,44
18TL,Digital Communication,18TL62,3,100,Theory,82
18TL,Digital Communication,18TL74,3,100,Theory,77
18TL,Digital Communication,18TL76,3,100,Theory,42
18TL,Digital Communication,18TL80,3,100,Theory,79
18TL,Digital Communication,18TL82,3,100,Theory,60
18TL,Digital Communication,18TL84,3,100,Theory,55
18TL,Digital Communication,18TL86,3,100,Theory,32
18TL,Digital Communication,18TL88,3,100,Theory,52
18TL,Digital Communication,18TL90,3,100,Theory,51
18TL,Microwave Engineering,18-17TL79,3,100,Theory,51
18TL,Microwave Engineering,18TL03,3,100,Theory,88
18TL,Microwave Engineering,18TL05,3,100,Theory,90
18TL,Microwave Engineering,18TL07,3,100,Theory,76
18TL,Microwave Engineering,18TL09,3,100,Theory,78
18TL,Microwave Engineering,18TL101,3,100,Theory,89
18TL,Microwave Engineering,18TL103,3,100,Theory,61
18TL,Microwave Engineering,18TL107,3,100,Theory,55
18TL,Microwave Engineering,18TL111,3,100,Theory,66
18TL,Microwave Engineering,18TL117,3,100,Theory,65
18TL,Microwave Engineering,18TL121,3,100,Theory,91
18TL,Microwave Engineering,18TL123,3,100,Theory,80
18TL,Microwave Engineering,18TL125,3,100,Theory,61
18TL,Microwave Engineering,18TL13,3,100,Theory,66
18TL,Microwave Engineering,18TL15,3,100,Theory,68
18TL,Microwave Engineering,18TL17,3,100,Theory,56
18TL,Microwave Engineering,18TL19,3,100,Theory,79
18TL,Microwave Engineering,18TL23,3,100,Theory,72
18TL,Microwave Engineering,18TL25,3,100,Theory,79
18TL,Microwave Engineering,18TL31,3,100,Theory,73
18TL,Microwave Engineering,18TL33,3,100,Theory,81
18TL,Microwave Engineering,18TL35,3,100,Theory,85
18TL,Microwave Engineering,18TL37,3,100,Theory,77
18TL,Microwave Engineering,18TL39,3,100,Theory,77
18TL,Microwave Engineering,18TL43,3,100,Theory,80
18TL,Microwave Engineering,18TL45,3,100,Theory,79
18TL,Microwave Engineering,18TL47,3,100,Theory,69
18TL,Microwave Engineering,18TL49,3,100,Theory,85
18TL,Microwave Engineering,18TL51,3,100,Theory,78
18TL,Microwave Engineering,18TL55,3,100,Theory,79
18TL,Microwave Engineering,18TL57,3,100,Theory,76
18TL,Microwave Engineering,18TL61,3,100,Theory,78
18TL,Microwave Engineering,18TL63,3,100,Theory,75
18TL,Microwave Engineering,18TL71,3,100,Theory,86
18TL,Microwave Engineering,18TL73,3,100,Theory,52
18TL,Microwave Engineering,18TL75,3,100,Theory,79
18TL,Microwave Engineering,18TL77,3,100,Theory,67
18TL,Microwave Engineering,18TL81,3,100,Theory,85
18TL,Microwave Engineering,18TL87,3,100,Theory,61
18TL,Microwave Engineering,18TL89,3,100,Theory,65
18TL,Microwave Engineering,18TL02,3,100,Theory,93
18TL,Microwave Engineering,18TL04,3,100,Theory,87
18TL,Microwave Engineering,18TL06,3,100,Theory,85
18TL,Microwave Engineering,18TL08,3,100,Theory,80
18TL,Microwave Engineering,18TL10,3,100,Theory,86
18TL,Microwave Engineering,18TL102,3,100,Theory,91
18TL,Microwave Engineering,18TL106,3,100,Theory,72
18TL,Microwave Engineering,18TL108,3,100,Theory,30
18TL,Microwave Engineering,18TL110,3,100,Theory,74
18TL,Microwave Engineering,18TL116,3,100,Theory,59
18TL,Microwave Engineering,18TL118,3,100,Theory,93
18TL,Microwave Engineering,18TL120,3,100,Theory,71
18TL,Microwave Engineering,18TL122,3,100,Theory,62
18TL,Microwave Engineering,18TL16,3,100,Theory,52
18TL,Microwave Engineering,18TL18,3,100,Theory,61
18TL,Microwave Engineering,18TL20,3,100,Theory,73
18TL,Microwave Engineering,18TL22,3,100,Theory,85
18TL,Microwave Engineering,18TL24,3,100,Theory,84
18TL,Microwave Engineering,18TL26,3,100,Theory,73
18TL,Microwave Engineering,18TL28,3,100,Theory,79
18TL,Microwave Engineering,18TL30,3,100,Theory,77
18TL,Microwave Engineering,18TL34,3,100,Theory,60
18TL,Microwave Engineering,18TL36,3,100,Theory,74
18TL,Microwave Engineering,18TL40,3,100,Theory,72
18TL,Microwave Engineering,18TL42,3,100,Theory,74
18TL,Microwave Engineering,18TL44,3,100,Theory,75
18TL,Microwave Engineering,18TL50,3,100,Theory,94
18TL,Microwave Engineering,18TL58,3,100,Theory,64
18TL,Microwave Engineering,18TL62,3,100,Theory,84
18TL,Microwave Engineering,18TL74,3,100,Theory,89
18TL,Microwave Engineering,18TL76,3,100,Theory,59
18TL,Microwave Engineering,18TL80,3,100,Theory,95
18TL,Microwave Engineering,18TL82,3,100,Theory,76
18TL,Microwave Engineering,18TL84,3,100,Theory,68
18TL,Microwave Engineering,18TL86,3,100,Theory,58
18TL,Microwave Engineering,18TL88,3,100,Theory,58
18TL,Microwave Engineering,18TL90,3,100,Theory,71
18TL,Microwave Engineering,18-17TL79,1,50,Practical,10
18TL,Microwave Engineering,18TL03,1,50,Practical,41
18TL,Microwave Engineering,18TL05,1,50,Practical,39
18TL,Microwave Engineering,18TL07,1,50,Practical,43
18TL,Microwave Engineering,18TL09,1,50,Practical,44
18TL,Microwave Engineering,18TL101,1,50,Practical,36
18TL,Microwave Engineering,18TL103,1,50,Practical,34
18TL,Microwave Engineering,18TL107,1,50,Practical,34
18TL,Microwave Engineering,18TL111,1,50,Practical,37
18TL,Microwave Engineering,18TL117,1,50,Practical,32
18TL,Microwave Engineering,18TL121,1,50,Practical,43
18TL,Microwave Engineering,18TL123,1,50,Practical,39
18TL,Microwave Engineering,18TL125,1,50,Practical,33
18TL,Microwave Engineering,18TL13,1,50,Practical,33
18TL,Microwave Engineering,18TL15,1,50,Practical,34
18TL,Microwave Engineering,18TL17,1,50,Practical,36
